year,quarter,date,polar,dpolar,recession,election,wars,conservatives,polarg,polaro,ldisp,unemp,misery,gdpg,ww1,ww2,angloirish,korean,falkland,irak,afghan,troubles,troubles69,troubles72,nrcpol,ofpol,swnpol
1951,1,1951q1,-0.19182467,-0.16652785,,0,1,0,-1.1551325,0.41036519,0.21023948,,,,0,0,0,1,0,0,0,0,0,0,-0.7681514,-0.73517352,0.22997341
1951,2,1951q2,-0.70522058,-0.51339591,,0,1,0,-1.6300087,-0.15089257,0.33226481,,,,0,0,0,1,0,0,0,0,0,0,-1.0782889,-0.91862208,-0.15751982
1951,3,1951q3,-0.85868043,-0.15345985,,0,1,0,-1.5535829,-0.6938023,-0.46579614,,,,0,0,0,1,0,0,0,0,0,0,-0.50661701,-0.99926889,0.23773268
1951,4,1951q4,-0.15983175,0.69884866,,1,1,1,-0.75179893,0.11159553,-0.40874308,,,,0,0,0,1,0,0,0,0,0,0,0.19525279,-0.3103306,0.12173963
1952,1,1952q1,-0.35249421,-0.19266246,,0,1,1,-0.86499727,-0.25170106,0.034621306,,,,0,0,0,1,0,0,0,0,0,0,0.34511444,-0.56824553,0.055060398
1952,2,1952q2,-0.55507803,-0.20258382,,0,1,1,-1.1070092,-0.32679334,0.04968879,,,,0,0,0,1,0,0,0,0,0,0,-1.1556851,-0.74323815,-0.10910045
1952,3,1952q3,-0.18963513,0.3654429,,0,1,1,-0.82220304,0.1093156,0.18575348,,,,0,0,0,1,0,0,0,0,0,0,0.47673038,-0.15327188,0.62301296
1952,4,1952q4,-0.2337117,-0.044076577,,0,1,1,-0.78493488,-0.035980318,-0.13971822,,,,0,0,0,1,0,0,0,0,0,0,-0.24312064,-0.39504299,-0.15052509
1953,1,1953q1,-0.12972362,0.10398808,,0,1,1,-0.8061173,0.11294039,0.093157768,,,,0,0,0,1,0,0,0,0,0,0,0.117565,-0.35715163,0.62768412
1953,2,1953q2,-0.26041797,-0.13069434,,0,1,1,-1.0222226,0.18116271,-0.70408034,,,,0,0,0,1,0,0,0,0,0,0,-0.33447415,-0.22628181,0.39412454
1953,3,1953q3,-0.071382858,0.18903512,,0,1,1,-0.73532009,0.15496561,-0.5909273,,,,0,0,0,1,0,0,0,0,0,0,0.11971729,-0.088760361,0.33757523
1953,4,1953q4,-0.43776971,-0.36638686,,0,0,1,-0.88542014,-0.46729705,0.86623478,,,,0,0,0,0,0,0,0,0,0,0,0.064108223,-0.2974982,-0.0065230117
1954,1,1954q1,-0.22553188,0.21223783,,0,0,1,-0.64182717,-0.15113756,0.020969339,,,,0,0,0,0,0,0,0,0,0,0,-0.13307254,-0.43383631,0.060399666
1954,2,1954q2,0.058851633,0.28438351,,0,0,1,-0.7694065,0.50945711,-0.375898,,,,0,0,0,0,0,0,0,0,0,0,-0.12495685,0.032561574,0.52285719
1954,3,1954q3,0.31188452,0.25303289,,0,0,1,-0.24556418,0.44526196,-0.33884728,,,,0,0,0,0,0,0,0,0,0,0,0.59704572,0.3142204,0.54228175
1954,4,1954q4,0.053275455,-0.25860906,,0,0,1,-0.21672095,-0.063304052,0.94618094,,,,0,0,0,0,0,0,0,0,0,0,0.44740301,-0.12709528,-0.017738834
1955,1,1955q1,-0.25048554,-0.30376101,,0,0,1,-0.59447414,-0.41120395,-0.062745683,-1.1520337,,,0,0,0,0,0,0,0,0,0,0,-0.3243137,-0.971376,0.10135221
1955,2,1955q2,-0.022897268,0.22758827,0,1,0,1,-0.29273009,-0.25072744,1.3071946,-1.187798,-1.14433,-0.27844888,0,0,0,0,0,0,0,0,0,0,0.23932776,0.11322551,0.50316918
1955,3,1955q3,0.44085142,0.46374869,0,0,0,1,0.24701703,0.21120274,-0.066606037,-1.187798,-1.0615081,0.93635881,0,0,0,0,0,0,0,0,0,0,1.0292732,0.3290028,1.05065
1955,4,1955q4,-0.75092667,-1.1917781,0,0,0,1,-0.96373242,-0.96442115,0.24297516,-1.2235622,-0.77990407,-0.69091845,0,0,0,0,0,0,0,0,0,0,-0.64536428,-1.1145995,-0.5762912
1956,1,1956q1,-0.5981968,0.15272987,0,0,0,1,-0.88348073,-0.79723001,0.32770044,-1.187798,-1.3225874,0.33240792,0,0,0,0,0,0,0,0,0,0,-0.31381795,-0.92155039,-0.69075698
1956,2,1956q2,-0.39207992,0.20611688,1,0,0,1,-0.89886504,-0.4173215,0.061202407,-1.187798,-0.82673156,-0.48562539,0,0,0,0,0,0,0,0,0,0,-0.67464501,-0.54965746,0.58857429
1956,3,1956q3,-0.26538152,0.1266984,1,0,0,1,-0.7412315,-0.22478698,0.34579378,-1.1520337,-1.6049261,-0.42284462,0,0,0,0,0,0,0,0,0,0,-0.11100276,-0.68595159,-0.12930545
1956,4,1956q4,-1.041737,-0.77635545,0,0,0,1,-1.0013906,-1.5521362,-0.27235806,-1.1520337,-1.1678636,-0.078806058,0,0,0,0,0,0,0,0,0,0,-1.6269741,-1.297766,-1.0355123
1957,1,1957q1,-0.64120269,0.40053427,0,0,0,1,-0.91303033,-0.99101144,1.7215861,-1.0447409,-1.0097476,0.8748337,0,0,0,0,0,0,0,0,0,0,-0.81119418,-0.96108717,-0.35492903
1957,2,1957q2,0.21142457,0.85262728,0,0,0,1,-0.36351109,0.22834192,1.4057063,-1.0447409,-1.1813022,-0.34060183,0,0,0,0,0,0,0,0,0,0,0.2681255,-0.087125011,1.0229729
1957,3,1957q3,-0.16574147,-0.37716603,0,0,0,1,-0.66622776,-0.12059291,0.78239369,-1.0805051,-0.96563083,-0.76123291,0,0,0,0,0,0,0,0,0,0,-0.23945716,-0.25902081,0.59105629
1957,4,1957q4,0.095942728,0.26168421,0,0,0,1,-0.28057998,0.024556497,-0.38176396,-1.0805051,-1.0126153,-0.23010768,0,0,0,0,0,0,0,0,0,0,0.72011554,0.012744137,0.26138383
1958,1,1958q1,0.059883256,-0.036059473,0,0,0,1,-0.3232837,-0.14034727,-0.028867561,-0.97321236,-1.202708,0.94640374,0,0,0,0,0,0,0,0,0,0,0.54400718,-0.012614804,0.0042616306
1958,2,1958q2,-0.3149024,-0.37478566,0,0,0,1,-0.83213836,-0.28098229,1.3382177,-0.86591959,-0.73273391,-1.7914652,0,0,0,0,0,0,0,0,0,0,-0.52090693,-0.37623346,-0.14843665
1958,3,1958q3,-0.093851827,0.22105056,0,0,0,1,-0.53760529,-0.25385574,-0.32780534,-0.75862676,-1.5062999,1.033669,0,0,0,0,0,0,0,0,0,0,0.19251041,0.18994541,0.56352341
1958,4,1958q4,-0.37842274,-0.2845709,0,0,0,1,-0.58025837,-0.77462256,-0.36143056,-0.79439104,-0.7176016,-0.3067002,0,0,0,0,0,0,0,0,0,0,-0.27303076,-0.66764098,-0.344284
1959,1,1959q1,0.027830418,0.40625316,0,0,0,1,-0.45372233,-0.10493288,-0.078307636,-0.79439104,-1.0027416,-0.014141873,0,0,0,0,0,0,0,0,0,0,0.67108351,-0.19685335,-0.2352532
1959,2,1959q2,0.15868902,0.1308586,0,0,0,1,-0.34477186,0.13491869,0.86735123,-0.79439104,-1.4675841,0.66702938,0,0,0,0,0,0,0,0,0,0,-0.23128234,0.083786972,0.057443466
1959,3,1959q3,-0.14443792,-0.30312693,0,0,0,1,-0.58379644,-0.30395252,1.5064771,-0.83015531,-1.2838804,0.98156095,0,0,0,0,0,0,0,0,0,0,0.089344673,-0.30797029,0.15382092
1959,4,1959q4,0.35973698,0.50417489,0,1,0,1,-0.11809152,0.31931651,-0.062745683,-0.90168387,-0.99787837,1.2546573,0,0,0,0,0,0,0,0,0,0,1.0447241,0.30560353,0.5107128
1960,1,1960q1,0.5590803,0.19934332,0,0,0,1,0.068598025,0.52322203,0.3557829,-0.97321236,-1.2931952,1.1887375,0,0,0,0,0,0,0,0,0,0,1.5830029,0.25931039,0.95187712
1960,2,1960q2,-0.12334576,-0.6824261,0,0,0,1,-0.58069819,-0.25007156,0.60731554,-1.0089766,-1.1374221,-0.84787035,0,0,0,0,0,0,0,0,0,0,-0.11005219,-0.0005473043,0.29644322
1960,3,1960q3,-0.21739577,-0.094050005,0,0,0,1,-0.35448045,-0.62038016,0.28894648,-1.0089766,-1.3082932,0.63877803,0,0,0,0,0,0,0,0,0,0,0.056473818,-0.095794506,0.1109902
1960,4,1960q4,-0.075937897,0.14145787,0,0,0,1,-0.44205359,-0.22160324,0.44605416,-1.0447409,-1.0239357,0.027921237,0,0,0,0,0,0,0,0,0,0,0.28728655,-0.19711548,0.42052609
1961,1,1961q1,-0.071300611,0.0046372861,0,0,0,1,-0.22755155,-0.35824206,0.69153327,-1.0805051,-1.2367126,0.66640157,0,0,0,0,0,0,0,0,0,0,0.52197087,-0.16102184,0.33497727
1961,2,1961q2,-0.1525913,-0.081290692,0,0,0,1,-0.60078269,-0.14921142,0.54997182,-1.0805051,-1.0159942,-0.10580178,0,0,0,0,0,0,0,0,0,0,-0.22865866,-0.13104953,0.27541399
1961,3,1961q3,-0.44555151,-0.29296023,1,0,0,1,-0.68319154,-0.7687704,0.097835898,-1.0447409,-0.97874618,-0.67647886,0,0,0,0,0,0,0,0,0,0,0.17236003,-0.5709995,-0.11525989
1961,4,1961q4,-0.79098576,-0.34543425,1,0,0,1,-1.0398442,-1.0454421,0.28046235,-1.0089766,-0.97809184,-0.46679115,0,0,0,0,0,0,0,0,0,0,-0.28398392,-0.68133307,-0.96221983
1962,1,1962q1,-0.18868835,0.60229743,0,0,0,1,-0.45509961,-0.46411759,1.6987107,-1.0089766,-1.0082248,-0.051810328,0,0,0,0,0,0,0,0,0,0,0.20706774,-0.37718707,0.32062644
1962,2,1962q2,0.055349842,0.24403819,0,0,0,1,-0.38313746,-0.10079575,0.21157669,-0.90168387,-0.56370002,0.240748,0,0,0,0,0,0,0,0,0,0,0.7055434,0.34857625,0.58608502
1962,3,1962q3,-0.060451534,-0.11580138,0,0,0,1,-0.16184561,-0.57951242,-0.15046,-0.83015531,-1.3432165,0.026665621,0,0,0,0,0,0,0,0,0,0,0.58706534,-0.045508105,-0.073040806
1962,4,1962q4,0.1896352,0.25008672,0,0,0,1,-0.0098989084,-0.18698913,0.492493,-0.79439104,-1.1503981,-0.60679221,0,0,0,0,0,0,0,0,0,0,1.0394982,0.1644669,0.5335148
1963,1,1963q1,0.16327363,-0.02636157,0,0,0,1,-0.053761613,-0.33654106,-0.52397668,-0.68709826,-0.58202851,-0.010375027,0,0,0,0,0,0,0,0,0,0,0.4947989,-0.069287464,-0.04715151
1963,2,1963q2,0.39314047,0.22986683,0,0,0,1,-0.017355781,0.13253853,-0.001758565,-0.72286248,-0.90635574,2.3382533,0,0,0,0,0,0,0,0,0,0,0.79717231,0.41126424,0.91512698
1963,3,1963q3,0.048150204,-0.34499025,0,0,0,1,-0.15948309,-0.38663852,0.29971567,-0.79439104,-1.3703066,-0.058088403,0,0,0,0,0,0,0,0,0,0,0.83097577,-0.48218188,0.24313682
1963,4,1963q4,0.63189906,0.58374888,0,0,0,1,0.18411998,0.39951473,0.1086395,-0.86591959,-0.9622708,1.0933107,0,0,0,0,0,0,0,0,0,0,1.8300138,0.45739964,1.2617229
1964,1,1964q1,0.66110575,0.029206693,0,0,0,1,0.12733217,0.66947526,0.41613635,-0.93744808,-0.98792797,0.0059479708,0,0,0,0,0,0,0,0,0,0,1.329015,0.33856243,0.90904123
1964,2,1964q2,-0.1566568,-0.81776255,0,0,0,1,-0.74670589,-0.17580485,0.31383842,-0.97321236,-0.71166027,0.7467609,0,0,0,0,0,0,0,0,0,0,0.096025161,-0.50570303,0.52676719
1964,3,1964q3,0.26655608,0.42321289,0,0,0,1,-0.10339256,0.054837629,0.13572676,-0.97321236,-1.0699701,-0.11961355,0,0,0,0,0,0,0,0,0,0,1.3736868,0.17146286,0.70194465
1964,4,1964q4,0.23427691,-0.032279179,0,1,0,0,-0.90008152,1.0647004,-0.066606037,-1.0447409,-1.0859405,0.61806035,0,0,0,0,0,0,0,0,0,0,0.67616856,0.17622189,0.69171709
1965,1,1965q1,0.63900667,0.40472978,0,0,0,0,-0.6004312,1.6585072,0.5775516,-1.0805051,-1.1112059,-0.52831632,0,0,0,0,0,0,0,0,0,0,1.45662,0.35001272,1.5027878
1965,2,1965q2,-0.096799955,-0.73580664,0,0,0,0,-0.8603,0.39945513,0.71170521,-1.0805051,-0.59722692,-0.30042213,0,0,0,0,0,0,0,0,0,0,-0.40315041,0.20785257,1.0408963
1965,3,1965q3,0.037008993,0.13380894,0,0,0,0,-0.82211518,0.54238141,0.12530863,-1.0447409,-1.233948,0.17796725,0,0,0,0,0,0,0,0,0,0,0.0086142747,0.21712281,0.42017952
1965,4,1965q4,-0.061314952,-0.098323941,0,0,0,0,-1.1100767,0.62152576,-0.017906234,-1.0805051,-1.210603,0.037966158,0,0,0,0,0,0,0,0,0,0,0.35732245,-0.45216069,-0.035645131
1966,1,1966q1,0.21790491,0.27921987,0,1,0,0,-0.81912363,0.85805953,0.10248506,-1.1162695,-1.2158865,-0.26087025,0,0,0,0,0,0,0,0,0,0,1.1913549,-0.096694782,0.59158933
1966,2,1966q2,0.1083229,-0.10958201,0,0,0,0,-0.70878196,0.52941543,0.84239662,-1.1162695,-0.80551696,-0.0022135281,0,0,0,0,0,0,0,0,0,0,-0.047740154,-0.0237207,0.59885174
1966,3,1966q3,-0.24057896,-0.34890187,0,0,0,0,-0.8024655,-0.089497544,-0.375898,-1.0447409,-1.2875246,-0.12651943,0,0,0,0,0,0,0,0,0,0,-0.61357653,-0.56142908,0.089790195
1966,4,1966q4,-0.24681988,-0.0062409192,0,0,0,0,-1.0330197,0.015841996,-0.13334616,-0.90168387,-0.99882317,-0.61934841,0,0,0,0,0,0,0,0,0,0,0.32641098,-0.61301696,0.26180303
1967,1,1967q1,0.33006659,0.57688648,0,0,0,0,-0.44759333,0.71135807,0.059568372,-0.79439104,-0.98597693,0.50882185,0,0,0,0,0,0,0,0,0,0,0.8510673,-0.12721899,0.76895899
1967,2,1967q2,-0.20293483,-0.53300142,0,0,0,0,-0.91362113,0.082478933,0.26817343,-0.75862676,-0.83307803,0.51196086,0,0,0,0,0,0,0,0,0,0,-0.35519788,-0.50657284,-0.23146954
1967,3,1967q3,-0.5497179,-0.34678307,0,0,0,0,-1.215765,-0.42950556,0.3601802,-0.72286248,-1.2691957,-0.068761133,0,0,0,0,0,0,0,0,0,0,-0.12082853,-0.69597346,-0.67414665
1967,4,1967q4,-0.34181064,0.20790726,0,0,0,0,-1.2491724,0.10701286,0.67080444,-0.72286248,-0.68230683,-0.027325831,0,0,0,0,0,0,0,0,0,0,0.6933347,-0.53041404,-0.4803552
1968,1,1968q1,-0.40203422,-0.060223579,0,0,0,0,-1.0232868,-0.37153715,0.39131302,-0.72286248,-0.62389266,1.9352007,0,0,0,0,0,0,0,0,0,0,0.50643802,-0.51881856,-0.42556846
1968,2,1968q2,-0.038417142,0.36361709,0,0,0,0,-0.8926779,0.35399643,1.3000184,-0.68709826,-0.28740698,-0.59674734,0,0,0,0,0,0,0,0,0,0,0.46668711,-0.25336444,0.37956893
1968,3,1968q3,-0.44687149,-0.40845436,0,0,0,0,-1.3280851,-0.0050957832,0.47576573,-0.72286248,-0.91968381,0.90496844,0,0,0,0,0,0,0,0,0,0,0.028226914,-0.72127622,-0.50951278
1968,4,1968q4,-0.27415287,0.17271861,0,0,0,0,-1.0220094,-0.1629298,0.45865729,-0.72286248,-0.69511992,-0.080061667,0,0,0,0,0,0,0,0,0,0,0.37560219,-0.49309447,-0.22613913
1969,1,1969q1,0.071889259,0.34604213,0,0,0,0,-0.78885853,0.37744522,0.97379196,-0.72286248,-0.42558053,-0.51073766,0,0,0,0,0,0,0,0,0,0,0.85581475,-0.33544615,0.0025013869
1969,2,1969q2,-0.28431764,-0.35620689,0,0,0,0,-0.98872215,-0.12238088,0.72732699,-0.72286248,-0.57298988,0.095096648,0,0,0,0,0,0,0,0,0,0,0.38411993,-0.43139097,-0.020778373
1969,3,1969q3,-0.33277139,-0.048453748,0,0,1,0,-1.1165013,-0.19685863,0.89527476,-0.72286248,-1.0190896,0.017876314,0,0,0,0,0,0,0,1,1,0,0.29928467,-0.33036,-0.04608522
1969,4,1969q4,-0.44239727,-0.10962588,0,0,0,0,-1.1302633,-0.3030563,1.412214,-0.72286248,-0.66178125,-0.028581446,0,0,0,0,0,0,0,1,0,0,-0.036477704,-0.96850383,-0.823479
1970,1,1970q1,0.21926153,0.66165876,0,0,0,0,-0.7220881,0.60766721,1.2365941,-0.68709826,-0.43328035,-0.78634518,0,0,0,0,0,0,0,1,0,0,1.3710517,-0.30742207,0.21827829
1970,2,1970q2,-0.43240124,-0.65166277,0,1,0,1,-1.0651004,-0.41828075,1.4175946,-0.68709826,-0.2579731,1.1447909,0,0,0,0,0,0,0,1,0,0,0.068915151,-0.77618444,-0.14041634
1970,3,1970q3,0.5944559,1.0268571,0,0,0,1,-0.087474167,0.65965176,1.3040829,-0.65133399,-0.65282041,0.27213839,0,0,0,0,0,0,0,1,0,0,1.7362545,0.38042453,0.22120506
1970,4,1970q4,0.11009404,-0.48436186,0,0,0,1,-0.38654035,-0.13501462,1.5995291,-0.65133399,-0.32936913,0.22630844,0,0,0,0,0,0,0,1,0,0,0.67639762,-0.13375962,0.304196
1971,1,1971q1,-0.6448161,-0.75491011,0,0,0,1,-0.90343368,-1.021655,2.3343668,-0.83015531,-0.29055738,-0.74993235,0,0,0,0,0,0,0,1,0,0,-0.070147887,-0.5799638,-0.19642423
1971,2,1971q2,-0.39213192,0.25268418,0,0,0,1,-0.6256181,-1.0115399,0.93300796,-0.72286248,0.074796513,0.74801654,0,0,0,0,0,0,0,1,0,0,0.56413192,-0.21815193,-0.73278368
1971,3,1971q3,-0.51236868,-0.12023675,0,0,0,1,-0.42398706,-1.338406,0.83077353,-0.68709826,-0.59375167,0.76371175,0,0,0,0,0,0,0,1,0,0,0.36573526,-0.47687507,-1.3762355
1971,4,1971q4,-0.10797611,0.40439257,0,0,0,1,-0.22228585,-0.8055703,0.84354913,-0.57980543,-0.55861461,-0.11898574,0,0,0,0,0,0,0,1,0,0,0.95791072,-0.2792365,-0.74307305
1972,1,1972q1,-0.31112477,-0.20314866,0,0,0,1,-0.56192607,-0.76254922,2.5419817,-0.54404116,-0.42702386,-0.3142339,0,0,0,0,0,0,0,1,0,0,0.35470775,-0.50551391,-1.1190846
1972,2,1972q2,-0.21415879,0.096965984,0,0,0,1,-0.48723716,-0.67741567,1.467124,-0.57980543,-0.34054866,1.314299,0,0,0,0,0,0,0,1,0,0,0.026330631,-0.64038265,-0.084947765
1972,3,1972q3,-0.13585371,0.078305081,0,0,1,1,-0.44432822,-0.67875594,2.087182,-0.65133399,-0.47329959,-0.20311196,0,0,0,0,0,0,0,1,0,1,0.41882548,-0.44071934,-0.23640095
1972,4,1972q4,-0.34384629,-0.20799258,0,0,0,1,-0.54147792,-0.95425195,0.97909826,-0.68709826,-0.26630366,0.63940585,0,0,0,0,0,0,0,0,0,0,0.24454869,-0.73866946,-0.78720725
1973,1,1973q1,-0.20563893,0.13820736,0,0,0,1,-0.46247771,-0.86831117,1.2551259,-0.83015531,-0.60002017,2.7971804,0,0,0,0,0,0,0,0,0,0,0.83566135,-0.66623175,-0.19200172
1973,2,1973q2,-0.17716126,0.028477669,0,0,0,1,-0.43399689,-0.70632142,1.127362,-0.86591959,-0.17309864,-0.26212588,0,0,0,0,0,0,0,0,0,0,0.34185013,-0.74284929,-0.6330359
1973,3,1973q3,-0.34054387,-0.1633826,1,0,0,1,-0.69492096,-0.86274624,0.87124592,-0.93744808,-0.78520757,-0.98975486,0,0,0,0,0,0,0,0,0,0,-0.13921644,-0.81762183,-0.88723254
1973,4,1973q4,-0.57000828,-0.22946441,1,0,0,1,-0.66818041,-1.3556464,1.0364561,-1.0089766,-0.20756049,-0.62060398,0,0,0,0,0,0,0,0,0,0,0.10678216,-1.0930097,-1.1787525
1974,1,1974q1,-0.18529168,0.3847166,1,1,0,0,-2.1647029,1.3582515,2.0489755,-0.93744808,0.063574366,-2.0645614,0,0,0,0,0,0,0,0,0,0,1.0939639,-0.31513855,-0.25603205
1974,2,1974q2,-0.71982187,-0.53453016,0,0,0,0,-1.4900237,-0.43285143,1.2892829,-0.93744808,0.6735605,0.54711813,0,0,0,0,0,0,0,0,0,0,0.024276217,-0.86664659,-1.6321779
1974,3,1974q3,-0.9584316,-0.23860973,0,0,0,0,-1.5019935,-0.92730123,1.1714177,-0.86591959,-0.40573394,0.039849579,0,0,0,0,0,0,0,0,0,0,-0.56575668,-1.1501244,-2.0617924
1974,4,1974q4,-0.91616517,0.042266428,0,1,0,0,-1.4536492,-1.034416,1.6620679,-0.86591959,0.25848508,-1.3005196,0,0,0,0,0,0,0,0,0,0,-0.094298117,-1.1901082,-1.5271776
1975,1,1975q1,-0.25522342,0.66094172,0,0,0,0,-0.99085885,-0.078412734,0.91699362,-0.79439104,0.81812823,-0.31235048,0,0,0,0,0,0,0,0,0,0,0.074535213,-0.35651511,-0.61847293
1975,2,1975q2,-0.83846468,-0.58324122,1,0,0,0,-1.2768475,-1.0855548,1.3222579,-0.61556971,2.0907578,-1.4292202,0,0,0,0,0,0,0,0,0,0,-0.23570649,-1.058962,-1.6484162
1975,3,1975q3,-0.50566399,0.33280069,1,0,0,0,-0.93419373,-0.65198678,0.89688545,-0.47251263,0.57907552,-0.55845106,0,0,0,0,0,0,0,0,0,0,0.11843238,-0.36986068,-0.92389321
1975,4,1975q4,-0.70466465,-0.19900066,0,0,0,0,-1.1888345,-0.82682353,0.38391554,-0.32945558,0.39938316,0.40900046,0,0,0,0,0,0,0,0,0,0,0.33983529,-1.0624663,-1.8568716
1976,1,1976q1,-0.58229202,0.12237263,0,0,0,0,-1.2050583,-0.58054167,0.5379582,-0.22216277,0.53973281,0.6852358,0,0,0,0,0,0,0,0,0,0,0.18717994,-0.61579216,-1.169426
1976,2,1976q2,-0.56244403,0.019847989,0,0,0,0,-1.2020986,-0.45251811,0.39967898,-0.18639851,0.60063016,-0.48248634,0,0,0,0,0,0,0,0,0,0,0.13379095,-0.66953039,-1.3295227
1976,3,1976q3,-1.0779694,-0.5155254,0,0,0,0,-1.430055,-1.2652569,0.58571297,-0.15063424,0.19023171,0.45169136,0,0,0,0,0,0,0,0,0,0,-0.70077062,-1.3384564,-2.0970843
1976,4,1976q4,-0.77085632,0.30711311,0,0,0,0,-1.2554713,-0.79786253,0.4470312,-0.15063424,0.94327033,1.0236241,0,0,0,0,0,0,0,0,0,0,-0.21292333,-1.0228418,-1.667383
1977,1,1977q1,-0.58863938,0.18221694,0,0,0,0,-1.2357146,-0.44580716,1.2554586,-0.15063424,1.0807011,-0.31988418,0,0,0,0,0,0,0,0,0,0,-0.035846677,-0.80823779,-1.2098178
1977,2,1977q2,-0.25346518,0.3351742,0,0,0,0,-0.77653909,-0.2660518,1.0901562,-0.11486997,0.91746968,-0.74114305,0,0,0,0,0,0,0,0,0,0,0.3861675,-0.53607529,-0.60782772
1977,3,1977q3,-1.0531212,-0.79965603,0,0,0,0,-1.6059066,-1.0429119,1.315225,-0.079105705,0.029111948,0.078145847,0,0,0,0,0,0,0,0,0,0,-1.049931,-1.2411613,-1.9113717
1977,4,1977q4,-0.3391352,0.71398604,0,0,0,0,-0.90558147,-0.35157746,1.6122538,-0.043341443,0.013419836,0.71599835,0,0,0,0,0,0,0,0,0,0,0.60496557,-0.56118971,-0.69165003
1978,1,1978q1,-0.66139662,-0.32226142,0,0,0,0,-1.2449801,-0.69471562,1.0788778,-0.11486997,0.039252542,0.13025388,0,0,0,0,0,0,0,0,0,0,0.23483917,-0.9755919,-1.4635911
